InvoiceId	InvoiceDate	CustomerId	TrackId	TrackName	ArtistId	ArtistName	AlbumId	AlbumTitle	GenreId	Genre	MediaTypeId	MediaType	Composer	UnitPrice	Quantity	Amount
12	2009-02-11 00:00:00	2	439	Sure Know Something	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Paul Stanley, Vincent Poncia	0.99	1	0.99
12	2009-02-11 00:00:00	2	448	God Of Thunder	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Paul Stanley	0.99	1	0.99
13	2009-02-19 00:00:00	16	462	Valentino's	53	Spyro Gyra	38	Heart of the Night	2	Jazz	1	MPEG audio file		0.99	1	0.99
14	2009-03-04 00:00:00	17	463	Believe	53	Spyro Gyra	38	Heart of the Night	2	Jazz	1	MPEG audio file		0.99	1	0.99
14	2009-03-04 00:00:00	17	464	As We Sleep	53	Spyro Gyra	38	Heart of the Night	2	Jazz	1	MPEG audio file		0.99	1	0.99
15	2009-03-04 00:00:00	19	466	J Squared	53	Spyro Gyra	38	Heart of the Night	2	Jazz	1	MPEG audio file		0.99	1	0.99
15	2009-03-04 00:00:00	19	468	Maria	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
16	2009-03-05 00:00:00	21	470	Longview	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
16	2009-03-05 00:00:00	21	472	Basket Case	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
16	2009-03-05 00:00:00	21	474	She	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
16	2009-03-05 00:00:00	21	476	Geek Stink Breath	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
17	2009-03-06 00:00:00	25	480	Stuck With Me	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
17	2009-03-06 00:00:00	25	484	Nice Guys Finish Last	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
17	2009-03-06 00:00:00	25	488	Macy's Day Parade	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
17	2009-03-06 00:00:00	25	492	Don't You Cry	55	David Coverdale	40	Into The Light	1	Rock	1	MPEG audio file	David Coverdale	0.99	1	0.99
17	2009-03-06 00:00:00	25	496	Living On Love	55	David Coverdale	40	Into The Light	1	Rock	1	MPEG audio file	Bossi/David Coverdale/Earl Slick	0.99	1	0.99
17	2009-03-06 00:00:00	25	500	Wherever You May Go	55	David Coverdale	40	Into The Light	1	Rock	1	MPEG audio file	David Coverdale	0.99	1	0.99
18	2009-03-09 00:00:00	31	506	Diga Lá, Coração	56	Gonzaguinha	41	Meus Momentos	7	Latin	1	MPEG audio file		0.99	1	0.99
18	2009-03-09 00:00:00	31	512	Comportamento Geral	56	Gonzaguinha	41	Meus Momentos	7	Latin	1	MPEG audio file	Gonzaga Jr	0.99	1	0.99
18	2009-03-09 00:00:00	31	518	Podres Poderes	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
18	2009-03-09 00:00:00	31	524	Queixa	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
18	2009-03-09 00:00:00	31	530	Ando Meio Desligado	57	Os Mutantes	42	Minha História	4	Alternative & Punk	1	MPEG audio file	Arnaldo Baptista - Rita Lee -  Sérgio Dias	0.99	1	0.99
18	2009-03-09 00:00:00	31	536	Vida De Cachorro	57	Os Mutantes	42	Minha História	4	Alternative & Punk	1	MPEG audio file	Rita Lee - Arnaldo Baptista - Sérgio Baptista	0.99	1	0.99
18	2009-03-09 00:00:00	31	542	Meu Refrigerador Não Funciona	57	Os Mutantes	42	Minha História	4	Alternative & Punk	1	MPEG audio file	Arnaldo Baptista - Rita Lee - Sérgio Dias	0.99	1	0.99
18	2009-03-09 00:00:00	31	548	Smoke On The Water	58	Deep Purple	43	MK III The Final Concerts [Disc 1]	1	Rock	1	MPEG audio file	Gillan/Glover/Lord/Paice	0.99	1	0.99
18	2009-03-09 00:00:00	31	554	Trampled Under Foot	22	Led Zeppelin	44	Physical Graffiti [Disc 1]	1	Rock	1	MPEG audio file	John Paul Jones	0.99	1	0.99
19	2009-03-14 00:00:00	40	563	União Da Ilha	21	Various Artists	45	Sambas De Enredo 2001	7	Latin	1	MPEG audio file	Dito/Djalma Falcao/Ilha, Almir Da/Márcio André	0.99	1	0.99
19	2009-03-14 00:00:00	40	572	Put Your Lights On	59	Santana	46	Supernatural	1	Rock	1	MPEG audio file	E. Shrody	0.99	1	0.99
19	2009-03-14 00:00:00	40	581	Primavera	59	Santana	46	Supernatural	1	Rock	1	MPEG audio file	KC Porter & JB Eckl	0.99	1	0.99
19	2009-03-14 00:00:00	40	590	Seis Da Tarde	37	Ed Motta	47	The Best of Ed Motta	7	Latin	1	MPEG audio file		0.99	1	0.99
19	2009-03-14 00:00:00	40	599	Compulsion	68	Miles Davis	48	The Essential Miles Davis [Disc 1]	2	Jazz	1	MPEG audio file	Miles Davis	0.99	1	0.99
19	2009-03-14 00:00:00	40	608	The Pan Piper	68	Miles Davis	48	The Essential Miles Davis [Disc 1]	2	Jazz	1	MPEG audio file	Miles Davis	0.99	1	0.99
19	2009-03-14 00:00:00	40	617	Jean Pierre (Live)	68	Miles Davis	49	The Essential Miles Davis [Disc 2]	2	Jazz	1	MPEG audio file	Miles Davis	0.99	1	0.99
19	2009-03-14 00:00:00	40	626	Drum Boogie	69	Gene Krupa	51	Up An' Atom	2	Jazz	1	MPEG audio file		0.99	1	0.99
19	2009-03-14 00:00:00	40	635	Lemon Drop	69	Gene Krupa	51	Up An' Atom	2	Jazz	1	MPEG audio file		0.99	1	0.99
19	2009-03-14 00:00:00	40	644	Showcase	69	Gene Krupa	51	Up An' Atom	2	Jazz	1	MPEG audio file		0.99	1	0.99
19	2009-03-14 00:00:00	40	653	Como É Duro Trabalhar	70	Toquinho & Vinícius	52	Vinícius De Moraes - Sem Limite	11	Bossa Nova	1	MPEG audio file		0.99	1	0.99
19	2009-03-14 00:00:00	40	662	Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)	21	Various Artists	53	Vozes do MPB	7	Latin	1	MPEG audio file		0.99	1	0.99
19	2009-03-14 00:00:00	40	671	As Rosas Não Falam (Beth Carvalho)	21	Various Artists	53	Vozes do MPB	7	Latin	1	MPEG audio file		0.99	1	0.99
19	2009-03-14 00:00:00	40	680	Green River	76	Creedence Clearwater Revival	54	Chronicle, Vol. 1	1	Rock	1	MPEG audio file	J. C. Fogerty	0.99	1	0.99
20	2009-03-22 00:00:00	54	694	Someday Never Comes	76	Creedence Clearwater Revival	54	Chronicle, Vol. 1	1	Rock	1	MPEG audio file	J. C. Fogerty	0.99	1	0.99
21	2009-04-04 00:00:00	55	695	Walking On The Water	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
21	2009-04-04 00:00:00	55	696	Suzie-Q, Pt. 2	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
22	2009-04-04 00:00:00	57	698	Good Golly Miss Molly	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
22	2009-04-04 00:00:00	57	700	Wrote A Song For Everyone	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
23	2009-04-05 00:00:00	59	702	Cotton Fields	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
23	2009-04-05 00:00:00	59	704	Don't Look Now	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
23	2009-04-05 00:00:00	59	706	Before You Accuse Me	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
23	2009-04-05 00:00:00	59	708	Pagan Baby	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
24	2009-04-06 00:00:00	4	712	Born To Move	76	Creedence Clearwater Revival	55	Chronicle, Vol. 2	1	Rock	1	MPEG audio file	J.C. Fogerty	0.99	1	0.99
24	2009-04-06 00:00:00	4	716	Brasil	77	Cássia Eller	56	Cássia Eller - Coleção Sem Limite [Disc 2]	7	Latin	1	MPEG audio file		0.99	1	0.99
24	2009-04-06 00:00:00	4	720	Coroné Antonio Bento	77	Cássia Eller	56	Cássia Eller - Coleção Sem Limite [Disc 2]	7	Latin	1	MPEG audio file		0.99	1	0.99
24	2009-04-06 00:00:00	4	724	Música Urbana 2	77	Cássia Eller	56	Cássia Eller - Coleção Sem Limite [Disc 2]	7	Latin	1	MPEG audio file		0.99	1	0.99
24	2009-04-06 00:00:00	4	728	Woman Is The Nigger Of The World (Ao Vivo)	77	Cássia Eller	56	Cássia Eller - Coleção Sem Limite [Disc 2]	7	Latin	1	MPEG audio file		0.99	1	0.99
24	2009-04-06 00:00:00	4	732	Smells Like Teen Spirit (Ao Vivo)	77	Cássia Eller	57	Cássia Eller - Sem Limite [Disc 1]	7	Latin	1	MPEG audio file		0.99	1	0.99
25	2009-04-09 00:00:00	10	738	Admirável Gado Novo	77	Cássia Eller	57	Cássia Eller - Sem Limite [Disc 1]	7	Latin	1	MPEG audio file		0.99	1	0.99
25	2009-04-09 00:00:00	10	744	Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)	77	Cássia Eller	57	Cássia Eller - Sem Limite [Disc 1]	7	Latin	1	MPEG audio file		0.99	1	0.99
25	2009-04-09 00:00:00	10	750	Drifter	58	Deep Purple	58	Come Taste The Band	1	Rock	1	MPEG audio file	Bolin/Coverdale	0.99	1	0.99
25	2009-04-09 00:00:00	10	756	Child In Time	58	Deep Purple	59	Deep Purple In Rock	1	Rock	1	MPEG audio file	Blackmore, Gillan, Glover, Lord, Paice	0.99	1	0.99
25	2009-04-09 00:00:00	10	762	No No No	58	Deep Purple	60	Fireball	1	Rock	1	MPEG audio file	Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice	0.99	1	0.99
25	2009-04-09 00:00:00	10	768	Knocking At Your Back Door	58	Deep Purple	61	Knocking at Your Back Door: The Best Of Deep Purple in the 80's	1	Rock	1	MPEG audio file	Richie Blackmore, Ian Gillian, Roger Glover	0.99	1	0.99
25	2009-04-09 00:00:00	10	774	The Unwritten Law	58	Deep Purple	61	Knocking at Your Back Door: The Best Of Deep Purple in the 80's	1	Rock	1	MPEG audio file	Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice	0.99	1	0.99
25	2009-04-09 00:00:00	10	780	Maybe I'm A Leo	58	Deep Purple	62	Machine Head	1	Rock	1	MPEG audio file	Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover	0.99	1	0.99
25	2009-04-09 00:00:00	10	786	Vavoom : Ted The Mechanic	58	Deep Purple	63	Purpendicular	1	Rock	1	MPEG audio file	Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice	0.99	1	0.99
26	2009-04-14 00:00:00	19	795	Hey Cisco	58	Deep Purple	63	Purpendicular	1	Rock	1	MPEG audio file	Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice	0.99	1	0.99
26	2009-04-14 00:00:00	19	804	Fortuneteller	58	Deep Purple	64	Slaves And Masters	1	Rock	1	MPEG audio file	Blackmore, Glover, Turner, Lord, Paice	0.99	1	0.99
26	2009-04-14 00:00:00	19	813	High Ball Shooter	58	Deep Purple	65	Stormbringer	1	Rock	1	MPEG audio file	D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore	0.99	1	0.99
26	2009-04-14 00:00:00	19	822	A Twist In The Tail	58	Deep Purple	66	The Battle Rages On	1	Rock	1	MPEG audio file	roger glover	0.99	1	0.99
26	2009-04-14 00:00:00	19	831	Animal	78	Def Leppard	67	Vault: Def Leppard's Greatest Hits	1	Rock	1	MPEG audio file		0.99	1	0.99
26	2009-04-14 00:00:00	19	840	Hysteria	78	Def Leppard	67	Vault: Def Leppard's Greatest Hits	1	Rock	1	MPEG audio file		0.99	1	0.99
26	2009-04-14 00:00:00	19	849	Baltimore, DC	79	Dennis Chambers	68	Outbreak	2	Jazz	1	MPEG audio file	John Scofield	0.99	1	0.99
26	2009-04-14 00:00:00	19	858	Esquinas	80	Djavan	69	Djavan Ao Vivo - Vol. 02	7	Latin	1	MPEG audio file		0.99	1	0.99
26	2009-04-14 00:00:00	19	867	Açai	80	Djavan	70	Djavan Ao Vivo - Vol. 1	7	Latin	1	MPEG audio file	Djavan	0.99	1	0.99
26	2009-04-14 00:00:00	19	876	Um Amor Puro	80	Djavan	70	Djavan Ao Vivo - Vol. 1	7	Latin	1	MPEG audio file	Djavan	0.99	1	0.99
26	2009-04-14 00:00:00	19	885	Fascinação	41	Elis Regina	71	Elis Regina-Minha História	7	Latin	1	MPEG audio file		0.99	1	0.99
26	2009-04-14 00:00:00	19	894	Sunshine Of Your Love	81	Eric Clapton	72	The Cream Of Clapton	6	Blues	1	MPEG audio file	Bruce/Clapton	0.99	1	0.99
26	2009-04-14 00:00:00	19	903	Lay Down Sally	81	Eric Clapton	72	The Cream Of Clapton	6	Blues	1	MPEG audio file	Clapton/Levy	0.99	1	0.99
26	2009-04-14 00:00:00	19	912	Tears In Heaven	81	Eric Clapton	73	Unplugged	6	Blues	1	MPEG audio file	Eric Clapton, Will Jennings	0.99	1	0.99
27	2009-04-22 00:00:00	33	926	Naked In Front Of The Computer	82	Faith No More	74	Album Of The Year	4	Alternative & Punk	1	MPEG audio file	Mike Patton	0.99	1	0.99
28	2009-05-05 00:00:00	34	927	Helpless	82	Faith No More	74	Album Of The Year	4	Alternative & Punk	1	MPEG audio file	Bill Gould/Mike Bordin/Mike Patton	0.99	1	0.99
28	2009-05-05 00:00:00	34	928	Mouth To Mouth	82	Faith No More	74	Album Of The Year	4	Alternative & Punk	1	MPEG audio file	Bill Gould/Jon Hudson/Mike Bordin/Mike Patton	0.99	1	0.99
29	2009-05-05 00:00:00	36	930	She Loves Me Not	82	Faith No More	74	Album Of The Year	4	Alternative & Punk	1	MPEG audio file	Bill Gould/Mike Bordin/Mike Patton	0.99	1	0.99
